Ranking,Gen,Importancia
421,mature_miRNA:hsa-miR-664a-5p,0.0008097367074273033
422,mRNA:NM_001102371:4980:NA:1_4980,0.0008083908068698384
423,lncRNA:XR_250624:207:LOC101930508:1_207,0.0008079824678867925
424,mature_miRNA:hsa-miR-128-2-5p,0.0007890474532869356
425,lncRNA:NR_037611:4671:SEPT5-GP1BB:1_4671,0.0007889973828318539
426,mRNA:NM_002890:4402:NA:1_4402,0.0007886284656303802
427,GNOMON_151434902,0.0007844792548129674
428,C-PNC01822,0.0007776118748632795
429,mRNA:NM_032961:5384:NA:1_5384,0.0007766691511620339
430,lncRNA:NR_026936:1931:C5orf27:1_1931,0.0007712135166391827
431,lncRNA:NR_103855:4508:LOC100506258:1_4508,0.0007640203414005157
432,mRNA:XM_005263153:5047:NA:1_5047,0.0007580471248959065
433,snRNA:NR_002754:119:RNU5E-1:1_119,0.0007577537168736984
434,C-TESTI4028692,0.0007555180860547863
435,C-SYN02742,0.0007524740486206225
436,mRNA:NM_005559:9657:NA:1_9657,0.0007515733743047521
437,mRNA:NM_030802:2385:NA:1_2385,0.000746403264514536
438,mRNA:NM_006989:5606:NA:1_5606,0.0007458442850239295
439,mRNA:NM_002310:10107:NA:1_10107,0.0007445439086335296
440,mature_miRNA:hsa-miR-99a-3p,0.0007419959696434778
441,mRNA:NM_004352:2435:NA:1_2435,0.0007399332797797218
442,mRNA:XM_005258551:2558:NA:1_2558,0.0007393690498155226
443,precursor_miRNA:pma-mir-221,0.0007390469491775474
444,tRNA:NT_022184#6095969#6096041#tRNA-Ala,0.0007359337600243252
445,lncRNA:NR_038989:3165:LINC01016:1_3165,0.0007328992710550512
446,mRNA:NM_014215:4193:NA:1_4193,0.0007319645078840745
447,mature_miRNA:oan-miR-181c-5p,0.0007300565040316484
448,mRNA:NM_020390:5537:NA:1_5537,0.0007298411048442731
449,mRNA:NM_020320:1848:NA:1_1848,0.0007286380937645752
450,mRNA:NM_002715:2643:NA:1_2643,0.0007229317021473272
451,mRNA:NM_194312:4683:NA:1_4683,0.0007174905118762692
452,precursor_miRNA:hsa-mir-384,0.0007134749175074631
453,"mature_miRNA:mml-miR-541-3p,ppy-miR-541",0.0007113969509031931
454,mRNA:NM_001958:2022:NA:1_2022,0.0007108099205012695
455,lncRNA:NR_024453:1594:LOC100134368:1_1594,0.0007091285722943872
456,mature_miRNA:hsa-miR-7641,0.0007088248497467007
457,mRNA:NM_002953:3199:NA:1_3199,0.0007049348868556569
458,"tRNA:tRNA-Gln,HG983734",0.000703759478501111
459,C-BRACE3049186,0.0007018177255473903
460,lncRNA:XR_249249:4673:LOC101930299:1_4673,0.0006996108621959306
461,mRNA:NM_017860:2055:NA:1_2055,0.0006963152706112462
462,mRNA:NM_033132:4607:NA:1_4607,0.0006943546397309277
463,mRNA:NM_013253:2755:NA:1_2755,0.0006927781054007213
464,mRNA:NM_182538:1915:NA:1_1915,0.000691369604229993
465,mature_miRNA:mmu-miR-1298-3p,0.0006902416317608082
466,mRNA:NM_007192:4684:NA:1_4684,0.000688808533142704
467,mature_miRNA:ssa-miR-125a-2-3p,0.0006857993364802714
468,mRNA:NM_020354:8564:NA:1_8564,0.0006842090466948513
469,mRNA:NM_178169:3492:NA:1_3492,0.0006836533663282417
470,lncRNA:NR_073453:1168:LINC00601:1_1168,0.0006813971688578632
471,mature_miRNA:hsa-miR-18a-5p,0.0006805809927131944
472,mRNA:NM_002203:7878:NA:1_7878,0.0006698570821027781
473,lncRNA:NR_027954:2556:TIPARP-AS1:1_2556,0.0006684321818500699
474,mRNA:XM_006720093:8484:NA:1_8484,0.0006676342704513236
475,mRNA:NM_017754:9658:NA:1_9658,0.0006664965021482595
476,GNOMON_232986303,0.0006642512885864624
477,mRNA:NM_183059:4290:NA:1_4290,0.0006635430736961493
478,lncRNA:NR_026788:3266:FAM66C:1_3266,0.0006595146412916062
479,C-TESTI2019488,0.0006572745148715045
480,lncRNA:XR_430525:6767:CHMP1B2P:1_6767,0.0006565238152413797
481,mRNA:NM_000558:576:NA:1_576,0.0006529404118053496
482,mRNA:NM_021255:5755:NA:1_5755,0.0006512970463757
483,precursor_miRNA:hsa-mir-4492,0.0006503523279944137
484,mRNA:XM_005246662:7141:NA:1_7141,0.0006472007994120807
485,mRNA:XM_005249018:3352:NA:1_3352,0.0006469288043001793
486,mRNA:NM_001004432:2606:NA:1_2606,0.0006465793993122974
487,mRNA:NM_012469:3120:NA:1_3120,0.000644991932147566
488,mature_miRNA:hsa-miR-1912,0.0006435908657583846
489,mRNA:NM_001145118:4632:NA:1_4632,0.0006430825509412677
490,lncRNA:NR_037646:6251:TMX2-CTNND1:1_6251,0.0006393699623832813
491,mRNA:NM_016004:1675:NA:1_1675,0.0006387168582787273
492,mRNA:NM_002229:1832:NA:1_1832,0.0006375852542570508
493,mRNA:NM_207118:7503:NA:1_7503,0.0006374769288540636
494,mRNA:NM_178831:2750:NA:1_2750,0.0006356568412169607
495,GNOMON_169176622,0.0006289309486883444
496,tRNA:NT_004610#3527168#3527241#tRNA-Asn,0.0006266658997128582
497,lncRNA:NR_029193:2810:SH3RF3-AS1:1_2810,0.0006247085671022887
498,mRNA:NM_001128826:4878:NA:1_4878,0.000622813713102187
499,mRNA:NM_003620:4790:NA:1_4790,0.0006179664361818397
500,mRNA:NM_138694:16235:NA:1_16235,0.0006166084957649011
501,mRNA:NM_001010917:6465:NA:1_6465,0.0006123973761972052
502,GNOMON_233029787,0.0006107762888323598
503,mRNA:NM_004818:3288:NA:1_3288,0.0006089810970856058
504,mRNA:XM_006714813:1807:NA:1_1807,0.0006083312428250191
505,mature_miRNA:hsa-miR-148a-5p,0.0006082095015577656
506,lncRNA:NR_037893:3497:TMCC1-AS1:1_3497,0.0006075601267906709
507,lncRNA:NR_103733:804:AC159540.1:1_804,0.0006057472743973271
508,mRNA:XM_006724215:8210:NA:1_8210,0.0006055264406439842
509,C-FCBBF3010130,0.0006048530768822569
510,mRNA:NM_001012758:1093:NA:1_1093,0.0006040509950633938
511,snoRNA:NR_003016:122:SNORA26:1_122,0.0006031749110405108
512,mRNA:NM_145026:1134:NA:1_1134,0.0005975763706259732
513,mRNA:XM_006723673:685:NA:1_685,0.000597505891944854
514,mRNA:XM_005260763:2227:NA:1_2227,0.0005950915045138184
515,mRNA:NM_014940:3348:NA:1_3348,0.0005930504547249038
516,mRNA:NM_020784:4651:NA:1_4651,0.0005923950725117328
517,mRNA:NM_025195:3649:NA:1_3649,0.0005889331173617053
518,mature_miRNA:pma-miR-30c-5p,0.000588514122339431
519,mRNA:XM_006720186:1989:NA:1_1989,0.0005869173277086943
520,mRNA:NM_005859:5304:NA:1_5304,0.0005865934270091033
521,mRNA:XM_006726420:1807:NA:1_1807,0.0005813409850825479
522,mRNA:NM_006015:8585:NA:1_8585,0.0005791546668373888
523,mature_miRNA:hsa-miR-4443,0.0005779186636137706
524,mRNA:XM_005261295:2266:NA:1_2266,0.0005764581683942014
525,mRNA:NM_005121:10474:NA:1_10474,0.0005716103297104222
526,mRNA:NM_004316:2490:NA:1_2490,0.0005705220560143108
527,lncRNA:NR_027334:2620:AC016629.8:1_2620,0.0005702901712914808
528,mRNA:NM_031435:4840:NA:1_4840,0.0005692449820462839
529,C-TESTI2045171,0.0005688633946412221
530,mRNA:XM_006713718:9789:NA:1_9789,0.0005676456305551261
531,C-OCBBF3005597,0.0005670109670387017
532,mature_miRNA:dre-miR-141-3p,0.0005618730334460943
533,mRNA:NM_052875:3685:NA:1_3685,0.0005556990996349468
534,lncRNA:NR_046255:3531:FGD5-AS1:1_3531,0.0005516091587640448
535,lncRNA:NR_110257:8839:AC011747.4:1_8839,0.0005484796675573423
536,mRNA:NM_000521:1919:NA:1_1919,0.0005428038544638653
537,mRNA:NM_014734:5393:NA:1_5393,0.0005353099316940431
538,mRNA:NM_001975:2423:NA:1_2423,0.0005312337670588148
539,GNOMON_232945216,0.0005311035284742581
540,"tRNA:tRNA-Gly,HG983804",0.0005304316364477902
541,mRNA:NM_138393:1393:NA:1_1393,0.0005300676939376751
542,mRNA:NM_181775:2020:NA:1_2020,0.0005292378223962012
543,mRNA:NM_001242885:1205:NA:1_1205,0.0005278318441601524
544,mRNA:NM_001008391:4032:NA:1_4032,0.0005258921230428552
545,tRNA:NT_032968#109844#109949#tRNA-Leu,0.0005257123619920729
546,lncRNA:XR_249872:4620:LOC101927031:1_4620,0.00052145253605393
547,C-OCBBF2011722,0.0005211569287583201
548,mRNA:NM_015103:6977:NA:1_6977,0.0005207146818254802
549,lncRNA:NR_040253:2097:LINC00700:1_2097,0.0005160429913943778
550,lncRNA:NR_038289:1703:DLG1-AS1:1_1703,0.0005157525535808993
551,lncRNA:NR_038262:2303:MIR210HG:1_2303,0.0005134706305184975
552,mRNA:NM_021035:7371:NA:1_7371,0.0005128813604386247
553,C-BRAWH3047946,0.0005030754148932086
554,mRNA:NM_000291:2439:NA:1_2439,0.0005025679638164334
555,mRNA:NM_032681:1648:NA:1_1648,0.0005023053109133411
556,mRNA:NM_020703:2501:NA:1_2501,0.0005008143812450529
557,mRNA:XM_006717947:4625:NA:1_4625,0.0004997894380311143
558,mRNA:NM_001410:10966:NA:1_10966,0.0004971759254268491
559,mRNA:XM_005265424:6321:NA:1_6321,0.0004958438360069953
560,lncRNA:NR_040244:3314:LINC00547:1_3314,0.0004954476635339852
561,lncRNA:NR_026670:2505:RP11-638F5.1:1_2505,0.0004942924053569547
562,lncRNA:NR_026943:7181:LOC642852:1_7181,0.0004942005261416083
563,mRNA:NM_001136271:906:NA:1_906,0.0004935943626283566
564,lncRNA:NR_040063:2468:SMG7-AS1:1_2468,0.0004896932388769013
565,lncRNA:NR_109944:1092:RP1-137K24.1:1_1092,0.0004883882026288252
566,lncRNA:NR_029376:3699:LOC100294362:1_3699,0.0004851926271130321
567,C-PROST2013260,0.0004802081340441221
568,lncRNA:NR_026857:4421:BAIAP2-AS1:1_4421,0.00047846978465332027
569,mature_miRNA:cte-bantam,0.0004781917684990273
570,lncRNA:NR_027136:6979:TMEM51-AS1:1_6979,0.0004777009272564541
571,mRNA:NM_183065:1758:NA:1_1758,0.0004766657496675135
572,lncRNA:NR_034007:2016:LINC00880:1_2016,0.00047624134522021865
573,mature_miRNA:hsa-miR-1298-3p,0.0004723266836829414
574,lncRNA:NR_024259:2598:LOC728606:1_2598,0.0004722035319074351
575,lncRNA:NR_038361:1978:RSBN1L-AS1:1_1978,0.00047081680822440563
576,mRNA:NM_006908:2341:NA:1_2341,0.00047078105825259787
577,mRNA:NM_001168235:6643:NA:1_6643,0.00047066231825217163
578,mature_miRNA:prd-miR-124-3p,0.00046800749217228713
579,lncRNA:NR_038877:1630:LOC286189:1_1630,0.00046692177536584084
580,antisense_RNA:NR_027287:3571:UCKL1-AS1:1_3571,0.00046681433741200883
581,mRNA:NM_000216:6314:NA:1_6314,0.00046306235726717676
582,mRNA:NM_020531:2251:NA:1_2251,0.0004625045262150035
583,mRNA:NM_018215:3708:NA:1_3708,0.0004609249348160799
584,mRNA:NM_001080467:9520:NA:1_9520,0.00046066047331780856
585,mRNA:NM_005359:8789:NA:1_8789,0.0004527143538204453
586,mRNA:NM_153350:3543:NA:1_3543,0.0004484832383955557
587,mature_miRNA:hsa-miR-3158-3p,0.000446640126316049
588,mRNA:NM_005683:3828:NA:1_3828,0.00044427009568361877
589,lncRNA:NR_024344:5306:MIR4697HG:1_5306,0.0004429631032604622
590,GNOMON_232983365,0.00043840742765179677
591,mRNA:XM_006715342:3252:NA:1_3252,0.00043653826906240055
592,mRNA:NM_001278264:2867:NA:1_2867,0.00043505915568790333
593,mature_miRNA:hsa-miR-378d,0.00043390085045663386
594,lncRNA:NR_033373:2540:KIF9-AS1:1_2540,0.00043344310373310993
595,mRNA:NM_006293:4001:NA:1_4001,0.0004310594111338006
596,precursor_miRNA:hsa-mir-7-1,0.0004278822629453022
597,mRNA:XM_005254369:6979:NA:1_6979,0.0004263102726101005
598,C-NT2RP7005631,0.00042214454096457034
599,lncRNA:NR_027439:2049:LOC100272216:1_2049,0.0004218091400044185
600,mRNA:NM_207401:2258:NA:1_2258,0.000416084803409458
601,mRNA:XM_005248729:10515:NA:1_10515,0.00041371813025909923
602,GNOMON_233020307,0.0004132124353416047
603,mature_miRNA:xtr-miR-320,0.00040939393405924816
604,mRNA:NM_002740:4884:NA:1_4884,0.0004080633785109678
605,precursor_miRNA:ppc-mir-2272,0.00040217392995996957
606,lncRNA:NR_026785:2030:RHPN1-AS1:1_2030,0.0003990540619362361
607,C-LNG05694,0.00039524003546385255
608,GNOMON_186676586,0.0003883614015521807
609,mature_miRNA:hsa-miR-665,0.00038375330461776084
610,mRNA:NM_203406:4300:NA:1_4300,0.0003830939074185619
611,mRNA:NM_152701:17207:NA:1_17207,0.00038133002258377495
612,precursor_miRNA:hsa-mir-3195,0.00037954656048172486
613,mRNA:XM_005262775:2668:NA:1_2668,0.0003787971240358619
614,mRNA:XM_005261696:2963:NA:1_2963,0.00037097534520716256
615,lncRNA:NR_110201:1871:LOC101926966:1_1871,0.00036737275145554165
616,mRNA:XM_005271290:5014:NA:1_5014,0.00036375060886474327
617,mRNA:NM_022358:2550:NA:1_2550,0.0003634365006438539
618,mRNA:NM_017565:4285:NA:1_4285,0.0003614597961652424
619,lncRNA:NR_038969:2939:PPP1R26-AS1:1_2939,0.0003598562082156812
620,mRNA:NM_152721:8897:NA:1_8897,0.00034648523014424156
621,precursor_miRNA:hsv2-mir-H3,0.00034060307764815947
622,lncRNA:NR_033918:600:LINC00290:1_600,0.00033991083749469064
623,mRNA:NM_001686:1857:NA:1_1857,0.00033976330807994906
624,mRNA:NM_015082:5382:NA:1_5382,0.0003385697179649813
625,mature_miRNA:hsa-miR-345-5p,0.0003362982284588544
626,lncRNA:NR_026833:3463:LOC400940:1_3463,0.0003326954179919597
627,mRNA:NM_005634:2074:NA:1_2074,0.00032774098352223997
628,lncRNA:NR_037719:2050:TMEM256-PLSCR3:1_2050,0.0003263293587393397
629,mature_miRNA:hsa-miR-625-3p,0.0003256660705093916
630,mRNA:NM_138736:6229:NA:1_6229,0.00032542958649097066
631,lncRNA:XR_429509:6003:LOC101928042:1_6003,0.00032270025474136807
632,lncRNA:NR_026790:5688:HCG11:1_5688,0.0003193393222244534
633,mRNA:NM_030576:3232:NA:1_3232,0.0003183687902532735
634,mRNA:NM_015675:1393:NA:1_1393,0.0003165000666178373
635,mRNA:NM_001165:6932:NA:1_6932,0.0003142868029581013
636,mRNA:NM_022166:9336:NA:1_9336,0.00031226615373292966
637,lncRNA:NR_047514:4374:AIRN:1_4374,0.00030413075162003526
638,mRNA:NM_020700:6201:NA:1_6201,0.00030400357908168225
639,mature_miRNA:pma-miR-22b-3p,0.0003015011866072972
640,C-STOMA2009256,0.00030129468799420123
641,mRNA:NM_021978:3319:NA:1_3319,0.0002962132492958485
642,lncRNA:NR_033797:3020:DKFZP434I0714:1_3020,0.00029351924384579735
643,mature_miRNA:hsa-miR-200b-5p,0.0002918622905366932
644,lncRNA:NR_001558:4924:LINC00261:1_4924,0.00028831414904147113
645,lncRNA:NR_015342:3735:PCA3:1_3735,0.0002860429350030645
646,mRNA:NM_005461:3395:NA:1_3395,0.00028482173922768323
647,mRNA:XM_006726224:1371:NA:1_1371,0.00028381157431916864
648,mRNA:NM_025250:4838:NA:1_4838,0.0002827182536960825
649,lncRNA:NR_002808:4701:ITPK1-AS1:1_4701,0.00027922868998807575
650,mRNA:NM_032430:3109:NA:1_3109,0.00027850165565549844
651,mRNA:NM_024734:12750:NA:1_12750,0.0002778522825215154
652,precursor_miRNA:ata-MIR166e,0.00027649749077289087
653,mRNA:XM_005263199:11322:NA:1_11322,0.00027269951704874876
654,lncRNA:NR_046107:3729:LOC401557:1_3729,0.00027035045500906443
655,mRNA:NM_002522:5437:NA:1_5437,0.00026594032842363247
656,mRNA:XM_005272413:1475:NA:1_1475,0.0002635075903950701
657,mRNA:NM_014756:6550:NA:1_6550,0.0002632784788482618
658,mature_miRNA:hsa-miR-7977,0.00026185515744328445
659,mRNA:XM_006723769:2896:NA:1_2896,0.0002606258507426184
660,mRNA:XM_006720723:3478:NA:1_3478,0.0002603988292546335
661,mRNA:NM_014709:11326:NA:1_11326,0.0002585610215903789
662,mRNA:NM_001124:1449:NA:1_1449,0.0002524632263779135
663,lncRNA:NR_038977:2347:FLJ35282:1_2347,0.0002483306655995731
664,mRNA:NM_001040445:6833:NA:1_6833,0.00024408952076626094
665,mRNA:NM_006836:8699:NA:1_8699,0.00023987459282207913
666,lncRNA:NR_027693:3041:C1orf170:1_3041,0.00023670484188175017
667,mRNA:NM_001165966:7053:NA:1_7053,0.00023356861282262194
668,mRNA:NM_014141:9894:NA:1_9894,0.000227909108389462
669,precursor_miRNA:eca-mir-8920,0.00022768247537621354
670,mRNA:XM_006722512:4025:NA:1_4025,0.00022513313320471844
671,piwiRNA:hsa_piR_001168,0.00021597811657091186
672,lncRNA:NR_038080:2970:LINC00482:1_2970,0.0002150286337995338
673,mRNA:NM_006275:3755:NA:1_3755,0.0002107128057138896
674,C-KIDNE2016188,0.00021030921390189576
675,lncRNA:NR_033962:1948:FLJ42969:1_1948,0.000206593240772663
676,mRNA:NM_001278687:4039:NA:1_4039,0.00020581299979780522
677,mRNA:NM_001005275:1035:NA:1_1035,0.00020531573041314058
678,mRNA:NM_001113434:7912:NA:1_7912,0.00020239612876334423
679,mRNA:NM_023079:3137:NA:1_3137,0.00017770142958502906
680,mRNA:NM_001114118:8197:NA:1_8197,0.00017759706346662864
681,mRNA:NM_001325:2027:NA:1_2027,0.0001630229247281656
682,mRNA:NM_004040:2384:NA:1_2384,0.0001617193866265745
683,lncRNA:NR_046438:4115:MEIS1-AS3:1_4115,0.00015217361702011745
684,mRNA:NM_001146:4338:NA:1_4338,0.0001473675324149981
685,mRNA:NM_004181:1141:NA:1_1141,0.0001290109299155695
686,lncRNA:NR_109965:1932:RP4-591N18.2:1_1932,0.000123900793112141
687,precursor_miRNA:hsa-mir-346,0.00011859325650874951
688,C-FCBBF3010544,9.304030155464882e-05
689,lncRNA:NR_038912:878:RP11-482D24.2:1_878,9.128708340063531e-05
690,mRNA:NM_052923:4895:NA:1_4895,8.226802974248016e-05
691,lncRNA:NR_037867:3390:RP11-701P16.5:1_3390,7.411219763252703e-05
692,mRNA:NM_006835:1890:NA:1_1890,5.2254772254772206e-05
693,mRNA:NM_001008393:3545:NA:1_3545,4.932210646496362e-05
